TID: [2026-01-08 20:28:55,247]  INFO {org.wso2.config.mapper.ConfigParser} - Initializing configurations with deployment configurations {org.wso2.config.mapper.ConfigParser}
TID: [-1234] [] [2026-01-08 21:06:22,954] [8f7cc5ec-97e4-4c7a-abdd-0cf9deb65208]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:24,952] [c736936a-8867-4641-aa7f-d830e08b8c3e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:24,953] [c736936a-8867-4641-aa7f-d830e08b8c3e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:24,953] [c736936a-8867-4641-aa7f-d830e08b8c3e]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:26,950] [661af570-8f39-4b18-8a1a-c02fd04961ee]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:26,951] [661af570-8f39-4b18-8a1a-c02fd04961ee]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:26,951] [661af570-8f39-4b18-8a1a-c02fd04961ee]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:28,952] [ee9a1966-68f4-4487-a618-4096452706b5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:28,953] [ee9a1966-68f4-4487-a618-4096452706b5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:28,953] [ee9a1966-68f4-4487-a618-4096452706b5]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:30,952] [d76e1363-a6f8-433b-8c37-c4a2c662b8d8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:30,953] [d76e1363-a6f8-433b-8c37-c4a2c662b8d8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:30,953] [d76e1363-a6f8-433b-8c37-c4a2c662b8d8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:32,953] [900eb18a-2003-41df-a446-a748af494f05]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:32,954] [900eb18a-2003-41df-a446-a748af494f05]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:32,954] [900eb18a-2003-41df-a446-a748af494f05]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:34,952] [75054a77-7629-47ac-accb-fa9a499192f2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:34,953] [75054a77-7629-47ac-accb-fa9a499192f2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:34,954] [75054a77-7629-47ac-accb-fa9a499192f2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:36,951] [0d16136c-6dd6-48b7-a26a-50930207b3f3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:36,952] [0d16136c-6dd6-48b7-a26a-50930207b3f3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:36,952] [0d16136c-6dd6-48b7-a26a-50930207b3f3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:38,952] [e23e4471-0c8e-4e98-9e71-9a9ca9a0b9e8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:38,953] [e23e4471-0c8e-4e98-9e71-9a9ca9a0b9e8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:38,953] [e23e4471-0c8e-4e98-9e71-9a9ca9a0b9e8]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: false
TID: [-1234] [] [2026-01-08 21:06:40,221] [ba1e5179-3955-4f75-9f0e-9061d7b2caf3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletResponseServlet} - VP token received and stored for state: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:40,950] [edc3fcb1-ccf0-45da-a985-fdf62af169b3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} - === WalletStatusServlet.doGet called ===
TID: [-1234] [] [2026-01-08 21:06:40,950] [edc3fcb1-ccf0-45da-a985-fdf62af169b3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     state parameter: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:40,951] [edc3fcb1-ccf0-45da-a985-fdf62af169b3]  INFO {org.wso2.carbon.identity.openid4vc.presentation.servlet.WalletStatusServlet} -     Token received for state 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77: true
TID: [-1234] [] [2026-01-08 21:06:41,272] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.canHandle called ===
TID: [-1234] [] [2026-01-08 21:06:41,273] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     proceedAuth=true
TID: [-1234] [] [2026-01-08 21:06:41,273] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState=1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:41,273] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey=1d874405-c5cb-4ddc-8733-42e3f8061ba8
TID: [-1234] [] [2026-01-08 21:06:41,273] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     canHandle result=true
TID: [-1234] [] [2026-01-08 21:06:41,274] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.canHandle called ===
TID: [-1234] [] [2026-01-08 21:06:41,274] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     proceedAuth=true
TID: [-1234] [] [2026-01-08 21:06:41,274] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState=1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:41,274] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey=1d874405-c5cb-4ddc-8733-42e3f8061ba8
TID: [-1234] [] [2026-01-08 21:06:41,274] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     canHandle result=true
TID: [-1234] [] [2026-01-08 21:06:41,275] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === WalletAuthenticator.processAuthenticationResponse CALLED ===
TID: [-1234] [] [2026-01-08 21:06:41,275] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     sessionDataKey from request: 1d874405-c5cb-4ddc-8733-42e3f8061ba8
TID: [-1234] [] [2026-01-08 21:06:41,276] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     walletState from request: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:41,276] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Using state for token lookup: 1d62e194-9710-4ab8-bc5a-3e6fb3db7f77
TID: [-1234] [] [2026-01-08 21:06:41,277] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Token exists in cache: true
TID: [-1234] [] [2026-01-08 21:06:41,277] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Extracting email from VP token...
TID: [-1234] [] [2026-01-08 21:06:41,277] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Extracted email: user1
TID: [-1234] [] [2026-01-08 21:06:41,278] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Validating user exists in user store...
TID: [-1234] [] [2026-01-08 21:06:41,278] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     User validation: PASSED
TID: [-1234] [] [2026-01-08 21:06:41,279] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Creating authenticated user...
TID: [-1234] [] [2026-01-08 21:06:41,279] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Created AuthenticatedUser: username=user1, tenant=carbon.super
TID: [-1234] [] [2026-01-08 21:06:41,279] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Authentication context subject set to: user1
TID: [-1234] [] [2026-01-08 21:06:41,280] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} -     Cleared context from cache
TID: [-1234] [] [2026-01-08 21:06:41,280] [91d243f6-ea01-4494-a879-732e5053a9a2]  INFO {org.wso2.carbon.identity.openid4vc.presentation.authenticator.WalletAuthenticator} - === AUTHENTICATION SUCCESSFUL for user: user1 ===
